X,Y,DATA_CREAZ,DENOM_CORR,DENOM_ATTO,ENTE,ID_REG_BEN,NOTE_BENE,RIFER_LEGG,TIPO_BENE,SE_SDO_ROW,icon_url
15.8930307902603,38.6712705418264,2004/01/22,TROPEA - Torre S. Domenica (TROPEA),DL 22/01/2004,L452,1125.0000000000000000000000000000000,Rudere. Non vi è corrispondenza geografica.,LR 12/04/1990 N. 42,Fortificazione,1125.0000000000000000000000000000000,./0.png
16.0924450592554,38.6791019752616,2004/01/22,VIBO VALENTIA - Cinta Muraria Trappeto Vecchio (VIBO VALENTIA),DL 22/01/2004,F537,1130.0000000000000000000000000000000,Rudere. Non vi è corrispondenza geografica.,LR 12/04/1990 N. 42,Fortificazione,1130.0000000000000000000000000000000,./0.png
16.0924450592554,38.6791019752616,2004/01/22,VIBO VALENTIA - Torre S. Venere (VIBO VALENTIA),DL 22/01/2004,F537,1131.0000000000000000000000000000000,Non vi è corrispondenza geografica.,LR 12/04/1990 N. 42,Fortificazione,1131.0000000000000000000000000000000,./0.png
16.0924450592554,38.6791019752616,2004/01/22,VIBO VALENTIA - Torre S. Pietro di Tomarchiello (VIBO VALENTIA),DL 22/01/2004,F537,1132.0000000000000000000000000000000,Rudere Integrato. Non vi è corrispondenza geografica.,LR 12/04/1990 N. 42,Fortificazione,1132.0000000000000000000000000000000,./0.png
16.1081666655391,38.6709444416247,2004/01/22,VIBO VALENTIA - Castello Via 7 Martiri (VIBO VALENTIA),DL 22/01/2004,F537,1128.0000000000000000000000000000000,Conservato,LR 12/04/1990 N. 42,Fortificazione,1128.0000000000000000000000000000000,./0.png
16.0924450592554,38.6791019752616,2004/01/22,VIBO VALENTIA - Castello Bivona (VIBO VALENTIA),DL 22/01/2004,F537,1129.0000000000000000000000000000000,Rudere. Non vi è corrispondenza geografica.,LR 12/04/1990 N. 42,Fortificazione,1129.0000000000000000000000000000000,./0.png
15.673796803637,38.224956593574,2004/01/22,"VILLA SAN GIOVANNI - Torre Pezzo, Peraino (VILLA SAN GIOVANNI)",DL 22/01/2004,M018,1235.0000000000000000000000000000000,Non vi è corrispondenza geografica.,LR 12/04/1990 N. 42,Fortificazione,1235.0000000000000000000000000000000,./0.png
15.6780833316587,38.2449999973919,2004/01/22,VILLA SAN GIOVANNI - Torre Del Cavallo (VILLA SAN GIOVANNI),DL 22/01/2004,M018,1234.0000000000000000000000000000000,Rudere,LR 12/04/1990 N. 42,Fortificazione,1234.0000000000000000000000000000000,./0.png
15.6761111087377,38.2410000025563,2004/01/22,VILLA SAN GIOVANNI - Fortezza Altafiumara (VILLA SAN GIOVANNI),DL 22/01/2004,M018,1233.0000000000000000000000000000000,Conservato Integrato,LR 12/04/1990 N. 42,Fortificazione,1233.0000000000000000000000000000000,./0.png
15.9660284276406,38.6949328395765,2004/01/22,ZAMBRONE - Torre Capo Zambrone (ZAMBRONE),DL 22/01/2004,M143,1134.0000000000000000000000000000000,Non vi è corrispondenza geografica.,LR 12/04/1990 N. 42,Fortificazione,1134.0000000000000000000000000000000,./0.png
16.5240000040849,38.5684166623817,2004/01/22,BADOLATO - Castello Via Castello (BADOLATO),DL 22/01/2004,A542,1014.0000000000000000000000000000000,Rudere,LR 12/04/1990 N. 42,Fortificazione,1014.0000000000000000000000000000000,./0.png
16.5011062755198,38.5727072822898,2004/01/22,BADOLATO - Torre Monte di Manno (BADOLATO),DL 22/01/2004,A542,1015.0000000000000000000000000000000,Non vi è corrispondenza geografica.,LR 12/04/1990 N. 42,Fortificazione,1015.0000000000000000000000000000000,./0.png
16.4826666685429,38.4321666681036,2004/01/22,CAMINI - Castello Via Torre (CAMINI),DL 22/01/2004,B481,1158.0000000000000000000000000000000,Rudere Integrato,LR 12/04/1990 N. 42,Fortificazione,1158.0000000000000000000000000000000,./0.png
16.5443888900643,38.4220833309254,2004/01/22,CAMINI - Torre Ellera (CAMINI),DL 22/01/2004,B481,1159.0000000000000000000000000000000,Rudere,LR 12/04/1990 N. 42,Fortificazione,1159.0000000000000000000000000000000,./0.png
16.6120822273621,38.8912269218178,2004/01/22,CATANZARO - Torre Marina di Catanzaro (CATANZARO),DL 22/01/2004,C352,1035.0000000000000000000000000000000,Non vi è corrispondenza geografica.,LR 12/04/1990 N. 42,Fortificazione,1035.0000000000000000000000000000000,./0.png
16.6120822273621,38.8912269218178,2004/01/22,CATANZARO - Castello  (CATANZARO),DL 22/01/2004,C352,1034.0000000000000000000000000000000,Rudere Integrato. Non vi è corrispondenza geografica.,LR 12/04/1990 N. 42,Fortificazione,1034.0000000000000000000000000000000,./0.png
16.8246666710934,38.9141944415617,2004/01/22,CROPANI - Torre Al Fiume Crocchio (CROPANI),DL 22/01/2004,D181,1043.0000000000000000000000000000000,Rudere,LR 12/04/1990 N. 42,Fortificazione,1043.0000000000000000000000000000000,./0.png
16.7851344865149,38.9535900523915,2004/01/22,CROPANI - Torre Di Magliacane (CROPANI),DL 22/01/2004,D181,1044.0000000000000000000000000000000,Rudere. Non vi è corrispondenza geografica.,LR 12/04/1990 N. 42,Fortificazione,1044.0000000000000000000000000000000,./0.png
17.0993333280613,38.9000277823061,2004/01/22,ISOLA DI CAPO RIZZUTO - Torre Capo Rizzuto (ISOLA DI CAPO RIZZUTO),DL 22/01/2004,E339,1072.0000000000000000000000000000000,,LR 12/04/1990 N. 42,Fortificazione,1072.0000000000000000000000000000000,./0.png
17.0780271029134,38.9591428946594,2004/01/22,"ISOLA DI CAPO RIZZUTO - Torre Capo Camiti, Mannà (ISOLA DI CAPO RIZZUTO)",DL 22/01/2004,E339,1073.0000000000000000000000000000000,Conservato. Non vi è corrispondenza geografica.,LR 12/04/1990 N. 42,Fortificazione,1073.0000000000000000000000000000000,./0.png
17.0209444436591,38.9066666693702,2004/01/22,ISOLA DI CAPO RIZZUTO - Torre Castella (ISOLA DI CAPO RIZZUTO),DL 22/01/2004,E339,1071.0000000000000000000000000000000,Rudere,LR 12/04/1990 N. 42,Fortificazione,1071.0000000000000000000000000000000,./0.png
17.0978611109339,38.957750001573,2004/01/22,ISOLA DI CAPO RIZZUTO - Castello Via S. Marco (ISOLA DI CAPO RIZZUTO),DL 22/01/2004,E339,1069.0000000000000000000000000000000,Rudere,LR 12/04/1990 N. 42,Fortificazione,1069.0000000000000000000000000000000,./0.png
17.021333337791,38.9069722227184,2004/01/22,ISOLA DI CAPO RIZZUTO - Castello Castella (ISOLA DI CAPO RIZZUTO),DL 22/01/2004,E339,1070.0000000000000000000000000000000,Rudere,LR 12/04/1990 N. 42,Fortificazione,1070.0000000000000000000000000000000,./0.png
16.5556699843559,38.4495545971996,2004/01/22,MONASTERACE - Torre Castellone (Cavallone) (MONASTERACE),DL 22/01/2004,F324,1184.0000000000000000000000000000000,Non vi è corrispondenza geografica.,LR 12/04/1990 N. 42,Fortificazione,1184.0000000000000000000000000000000,./0.png
16.5506111157955,38.4531111117058,2004/01/22,MONASTERACE - Torre Vedera (o Ellera) (MONASTERACE),DL 22/01/2004,F324,1183.0000000000000000000000000000000,Rudere,LR 12/04/1990 N. 42,Fortificazione,1183.0000000000000000000000000000000,./0.png
16.5525277765609,38.4536944472206,2004/01/22,MONASTERACE - Castello  (MONASTERACE),DL 22/01/2004,F324,1182.0000000000000000000000000000000,Rudere Integrato,LR 12/04/1990 N. 42,Fortificazione,1182.0000000000000000000000000000000,./0.png
