X,Y,IDFRANA,PIFF_TY,LAT,LONG,X_COORD,Y_COORD,DIR,icon_url
15.6715382201499,38.2114320676629,"801210200","2","38,2108","15,67154",1084399.88999999990,4250374.01999999955,289.00000000000,./0.png
15.6707350411012,38.2100603443405,"801210300","2","38,20943","15,67073",1084340.48999999999,4250216.48000000045,292.00000000000,./0.png
15.6699314877967,38.2086457090408,"801210400","2","38,20801","15,66993",1084281.39999999991,4250054.16000000015,180.00000000000,./0.png
15.6761351427712,38.2143957599594,"801210800","2","38,21376","15,67613",1084779.12000000011,4250732.57000000030,301.00000000000,./0.png
15.681573227475,38.2091978321146,"801217400","2","38,20857","15,68157",1085297.81000000006,4250189.44000000041,242.00000000000,./0.png
15.6817066253559,38.2087249325307,"801217500","2","38,20809","15,68171",1085313.31000000006,4250137.73000000045,201.00000000000,./0.png
15.6822711836165,38.210930625395,"801217600","2","38,2103","15,68227",1085345.06000000006,4250386.45000000019,555.00000000000,./0.png
15.6765284811173,38.2177069546195,"801210500","2","38,21708","15,67653",1084786.95999999996,4251103.05999999959,222.00000000000,./0.png
15.6779171041317,38.2184371593104,"801210600","2","38,21781","15,67792",1084902.84000000008,4251193.04000000004,174.00000000000,./0.png
15.6652219049224,38.2225153492628,"801210700","2","38,22188","15,66522",1083756.98999999999,4251565.70000000019,202.00000000000,./0.png
15.6947530712891,38.0033086100578,"800033100","2","38,00268","15,69475",1088111.11000000010,4227391.23000000045,337.00000000000,./0.png
15.693163525507,38.003961823734,"800033200","7","38,00333","15,69316",1087966.08000000007,4227453.73000000045,555.00000000000,./0.png
15.6930870572228,38.0020808571339,"800033300","2","38,00145","15,69309",1087974.45999999996,4227244.19000000041,283.00000000000,./0.png
15.6930977033132,38.0012903143212,"800033400","7","38,00066","15,6931",1087981.73999999999,4227156.40000000037,197.00000000000,./0.png
15.6961307622512,38.0015343905612,"800033500","2","38,0009","15,69613",1088246.52000000002,4227202.79999999981,218.00000000000,./0.png
15.6885683865227,38.0008018703737,"800033600","2","38,00017","15,68857",1087587.34000000008,4227073.33999999985,152.00000000000,./0.png
15.688939756334,38.0013612521115,"800033700","2","38,00073","15,68894",1087615.51000000001,4227137.87000000011,20.00000000000,./0.png
15.685210637611,38.0008858965449,"800033800","7","38,00025","15,68521",1087291.37999999989,4227061.36000000034,10.00000000000,./0.png
15.6917926815853,38.0057618885194,"800033900","2","38,00513","15,69179",1087831.08000000007,4227645.07000000030,318.00000000000,./0.png
15.6933859548691,38.0045399590317,"800034000","2","38,00391","15,69338",1087981.00000000000,4227519.38999999966,35.00000000000,./0.png
15.70512764353,38.0306465556566,"800910900","7","38,03002","15,70513",1088803.45999999996,4230495.53000000026,270.00000000000,./0.png
15.6947435890206,38.0304966491028,"800911300","7","38,02987","15,69474",1087891.83000000007,4230412.79999999981,270.00000000000,./0.png
15.6982598139197,38.036579281521,"800911200","7","38,03595","15,69826",1088152.01000000001,4231111.17999999970,270.00000000000,./0.png
15.7005133496512,38.0499049333699,"800901500","1","38,04927","15,70051",1088242.87000000011,4232606.50000000000,187.00000000000,./0.png
15.6854834633645,38.0545678438774,"800910000","2","38,05394","15,68548",1086884.55000000005,4233029.17999999970,191.00000000000,./0.png
15.6864541356762,38.0546565959403,"800910100","7","38,05403","15,68645",1086969.13999999990,4233045.20999999996,555.00000000000,./0.png
15.700269897283,38.0831999671083,"800914100","11","38,08257","15,70027",1087953.43999999994,4236305.30999999959,555.00000000000,./0.png
15.6982675760775,38.08354667297,"800914200","11","38,08292","15,69827",1087774.76000000001,4236331.08999999985,555.00000000000,./0.png
15.6968605548122,38.0844420729027,"800914300","11","38,08381","15,69686",1087643.94999999995,4236421.65000000037,555.00000000000,./0.png
15.685642435059,38.0864910055573,"800914400","2","38,08586","15,68564",1086642.07000000007,4236578.04999999981,10.00000000000,./0.png
15.6908565142498,38.0804286234486,"800906300","2","38,0798","15,69085",1087148.83000000007,4235937.42999999970,213.00000000000,./0.png
15.6917328945034,38.0827669647596,"800906401","7","38,08214","15,69173",1087207.01000000001,4236202.87999999989,555.00000000000,./0.png
15.6910585680976,38.0818953474408,"800906402","7","38,08126","15,69106",1087154.78000000003,4236101.71999999974,555.00000000000,./0.png
15.6964806700578,38.0817975102385,"800906500","11","38,08117","15,69648",1087631.87000000011,4236125.33000000007,555.00000000000,./0.png
15.6962018905932,38.0787402892718,"800910500","2","38,07811","15,6962",1087631.97999999998,4235783.78000000026,306.00000000000,./0.png
15.6946371284654,38.0905042901698,"800915400","11","38,08987","15,69464",1087399.86000000010,4237081.25000000000,555.00000000000,./0.png
15.6992048351309,38.0911067034671,"800915500","7","38,09048","15,6992",1087796.20999999996,4237177.26999999955,555.00000000000,./0.png
15.6993216289988,38.0915838654083,"800915700","7","38,09095","15,69932",1087802.62000000011,4237231.04000000004,555.00000000000,./0.png
15.6930295587607,38.0916526322187,"800915800","11","38,09102","15,69303",1087249.41999999993,4237198.65000000037,555.00000000000,./0.png
15.6920581526982,38.0930747683233,"800915900","11","38,09244","15,69206",1087152.65999999992,4237350.53000000026,555.00000000000,./0.png
15.7003332447875,38.1786292639605,"800901300","7","38,178","15,70033",1087189.64999999991,4246911.50999999978,555.00000000000,./0.png
15.6865021532031,38.1795922786506,"800904000","7","38,17896","15,6865",1085968.54000000004,4246930.50999999978,555.00000000000,./0.png
15.6951040545844,38.1749863297103,"800904100","2","38,17436","15,6951",1086760.28000000003,4246473.33999999985,318.00000000000,./0.png
15.6956139001438,38.175999106306,"800904200","2","38,17537","15,69561",1086796.85000000009,4246589.15000000037,314.00000000000,./0.png
15.68789839006,38.1777299267533,"800904300","7","38,1771","15,6879",1086106.03000000003,4246732.41999999993,555.00000000000,./0.png
15.6886736081841,38.183451003265,"800900800","7","38,18282","15,68867",1086127.93999999994,4247373.16999999993,555.00000000000,./0.png
15.6958497583826,38.1809793681575,"800901400","7","38,18035","15,69585",1086777.37000000011,4247144.13999999966,555.00000000000,./0.png
15.696878140346,38.183903319498,"800903600","2","38,18327","15,69688",1086844.00000000000,4247475.65000000037,34.00000000000,./0.png
15.6956581624749,38.1844656670972,"800903700","2","38,18383","15,69566",1086732.43999999994,4247530.37999999989,343.00000000000,./0.png
15.6911449218289,38.1829529010974,"800903900","2","38,18232","15,69114",1086348.73999999999,4247333.53000000026,14.00000000000,./0.png
15.6951059466373,38.212108569254,"801217700","2","38,21148","15,6951",1086460.98999999999,4250599.00999999978,555.00000000000,./0.png
15.6949298095584,38.2115115931443,"801217800","2","38,21088","15,69493",1086450.36000000010,4250531.54999999981,232.00000000000,./0.png
15.6958693113238,38.2122957587833,"801217900","2","38,21166","15,69587",1086526.41999999993,4250624.67999999970,327.00000000000,./0.png
15.6966850989505,38.212654309718,"801218000","2","38,21202","15,69668",1086595.05000000005,4250669.71999999974,324.00000000000,./0.png
15.6921260210981,38.2126287629052,"801236500","2","38,212","15,69212",1086195.50000000000,4250637.86000000034,130.00000000000,./0.png
15.6924607578441,38.2134948016964,"801218200","2","38,21286","15,69246",1086217.86000000010,4250736.24000000022,164.00000000000,./0.png
15.6961283978353,38.2117019176746,"801218400","2","38,21107","15,69613",1086553.92999999993,4250560.33000000007,187.00000000000,./0.png
