X,Y,COD_BENE,DENOM_CORR,DENOM_ATTO,ENTE,ID_REG_BEN,LOCALITA,NOTE_BENE,TIPO_BENE,ALLEGATI,SE_SDO_ROW,icon_url
16.4087696272594,38.3818428876516,,CAULONIA - Caulonia  (CSU),Centri storici ex DGR 44/2010,C285,5164.0000000000000000000000000000000,,,Centro storico,,5164.0000000000000000000000000000000,./0.png
16.4471211296793,40.0533071601504,,ORIOLO - Oriolo,Centri storici ex DGR 44/2010,G110,5097.0000000000000000000000000000000,,,Centro storico,,5097.0000000000000000000000000000000,./0.png
15.8335042188879,38.0111419601294,,SAN LORENZO - S. Lorenzo (CSU),Centri storici ex DGR 44/2010,H959,5173.0000000000000000000000000000000,,,Centro storico,,5173.0000000000000000000000000000000,./0.png
16.3198301143596,38.5136283268749,,MONGIANA - Mongiana,Centri storici ex DGR 44/2010,F364,5189.0000000000000000000000000000000,,,Centro storico,,5189.0000000000000000000000000000000,./0.png
15.9165399423761,38.0490167543928,,ROGHUDI - Roghudi Vecchio (CSU),Centri storici ex DGR 44/2010,H489,5170.0000000000000000000000000000000,,,Centro storico,,5170.0000000000000000000000000000000,./0.png
16.0328734440326,38.0005922546582,,STAITI - Staiti (CSU),Centri storici ex DGR 44/2010,I936,5177.0000000000000000000000000000000,,,Centro storico,,5177.0000000000000000000000000000000,./0.png
16.5817081819221,39.0101323325356,,FOSSATO SERRALTA - FossatoSerralta/Savuci,Centri storici ex DGR 44/2010,D744,5217.0000000000000000000000000000000,,,Centro storico,,5217.0000000000000000000000000000000,./0.png
16.0080963046064,37.984422418727,,PALIZZI - Palizzi/Pietrapennata   (CSU),Centri storici ex DGR 44/2010,G277,5162.0000000000000000000000000000000,,,Centro storico,,5162.0000000000000000000000000000000,./0.png
15.6503245393869,38.1147085890767,,REGGIO DI CALABRIA - Reggio Calabria  (CSU),Centri storici ex DGR 44/2010,H224,5167.0000000000000000000000000000000,,,Centro storico,,5167.0000000000000000000000000000000,./0.png
16.3165195080963,38.973103318894,,LAMEZIA TERME - Lamezia Terme/ Nicastro    (CSU),Centri storici ex DGR 44/2010,M208,5213.0000000000000000000000000000000,,,Centro storico,,5213.0000000000000000000000000000000,./0.png
15.9111511077806,38.6646381982317,,DRAPIA - Drapia (CSU),Centri storici ex DGR 44/2010,D364,5183.0000000000000000000000000000000,,,Centro storico,,5183.0000000000000000000000000000000,./0.png
16.7824281316415,39.2275569120331,,CACCURI - Caccuri,Centri storici ex DGR 44/2010,B319,5125.0000000000000000000000000000000,,,Centro storico,,5125.0000000000000000000000000000000,./0.png
15.8623665842738,39.6193372989013,,BELVEDERE MARITTIMO - Belvedere Marittimo (CSU),Centri storici ex DGR 44/2010,A773,5065.0000000000000000000000000000000,,,Centro storico,,5065.0000000000000000000000000000000,./0.png
15.8975860205422,38.6782785399743,,TROPEA - Tropea,Centri storici ex DGR 44/2010,L452,5198.0000000000000000000000000000000,,,Centro storico,,5198.0000000000000000000000000000000,./0.png
16.340673449813,39.2614129138087,,PIETRAFITTA - Pietrafitta,Centri storici ex DGR 44/2010,G615,5101.0000000000000000000000000000000,,,Centro storico,,5101.0000000000000000000000000000000,./0.png
16.9157138206406,39.1480892469943,,SANTA SEVERINA - Santa Severina,Centri storici ex DGR 44/2010,I308,5130.0000000000000000000000000000000,,,Centro storico,,5130.0000000000000000000000000000000,./0.png
16.518283458622,39.5963443539171,,CORIGLIANO CALABRO - Corigliano Calabro,Centri storici ex DGR 44/2010,D005,5081.0000000000000000000000000000000,,,Centro storico,,5081.0000000000000000000000000000000,./0.png
15.9318936647864,37.9951900974427,,BOVA - Bova  (CSU),Centri storici ex DGR 44/2010,B097,5138.0000000000000000000000000000000,,,Centro storico,,5138.0000000000000000000000000000000,./0.png
16.1468525639631,38.528643449212,,DINAMI - Dinami,Centri storici ex DGR 44/2010,D303,5182.0000000000000000000000000000000,,,Centro storico,,5182.0000000000000000000000000000000,./0.png
16.2878741855181,39.3984172043062,,ROSE - Rose (CSU),Centri storici ex DGR 44/2010,H565,5106.0000000000000000000000000000000,,,Centro storico,,5106.0000000000000000000000000000000,./0.png
16.5798214059475,39.0213580974563,,TAVERNA - Taverna,Centri storici ex DGR 44/2010,L070,5221.0000000000000000000000000000000,,,Centro storico,,5221.0000000000000000000000000000000,./0.png
15.9920988693385,38.0563433277865,,AFRICO - Africo/Casalinuovo,Centri storici ex DGR 44/2010,A065,5143.0000000000000000000000000000000,,,Centro storico,,5143.0000000000000000000000000000000,./0.png
15.8808403969067,38.303817172314,,MELICUCCA' - Melicuccà   (CSU),Centri storici ex DGR 44/2010,F105,5156.0000000000000000000000000000000,,,Centro storico,,5156.0000000000000000000000000000000,./0.png
15.779431514932,39.8983060797787,,PRAIA A MARE - Praia a Mare (CSU),Centri storici ex DGR 44/2010,G975,5102.0000000000000000000000000000000,,,Centro storico,,5102.0000000000000000000000000000000,./0.png
15.7917468605334,39.8167283817041,,SCALEA - Scalea   (CSU),Centri storici ex DGR 44/2010,I489,5119.0000000000000000000000000000000,,,Centro storico,,5119.0000000000000000000000000000000,./0.png
16.6288085819284,38.9815602556703,,SELLIA - Sellia,Centri storici ex DGR 44/2010,I589,5218.0000000000000000000000000000000,,,Centro storico,,5218.0000000000000000000000000000000,./0.png
15.8087538251916,38.2873663077609,,BAGNARA CALABRA - Bagnara Calabra   (CSU),Centri storici ex DGR 44/2010,A552,5136.0000000000000000000000000000000,,,Centro storico,,5136.0000000000000000000000000000000,./0.png
16.3026361338741,38.3375788758871,,GIOIOSA IONICA - Gioiosa Jonica (CSU),Centri storici ex DGR 44/2010,E044,5151.0000000000000000000000000000000,,,Centro storico,,5151.0000000000000000000000000000000,./0.png
16.1585044705857,39.0908038440247,,CLETO - Cleto,Centri storici ex DGR 44/2010,C795,5080.0000000000000000000000000000000,,,Centro storico,,5080.0000000000000000000000000000000,./0.png
